Date Time,Temp,humidity,uvIndex
17.01.2016 03:30:00,6,65,1
17.01.2016 03:40:00,4,66,1
17.01.2016 03:50:00,9,48,2
17.01.2016 04:00:00,16,29,2
17.01.2016 04:10:00,19,27,2
17.01.2016 04:20:00,10,49,1
17.01.2016 04:30:00,9,66,1
17.01.2016 04:40:00,8,71,1
17.01.2016 04:50:00,8,74,1
17.01.2016 05:00:00,8,73,2
17.01.2016 05:10:00,13,60,2
17.01.2016 05:20:00,20,55,3
17.01.2016 05:30:00,22,56,3
17.01.2016 05:40:00,15,85,1
17.01.2016 05:50:00,14,88,1
17.01.2016 06:00:00,15,93,1
17.01.2016 06:10:00,17,88,1
17.01.2016 06:20:00,19,82,2
17.01.2016 06:30:00,22,74,3
17.01.2016 06:40:00,23,67,2
17.01.2016 06:50:00,23,68,2
17.01.2016 07:00:00,21,78,1
17.01.2016 07:10:00,21,81,1
17.01.2016 07:20:00,21,84,1
17.01.2016 07:30:00,20,90,1
17.01.2016 07:40:00,20,93,2
17.01.2016 07:50:00,21,89,2
17.01.2016 08:00:00,23,65,2
17.01.2016 08:10:00,22,51,3
17.01.2016 08:20:00,16,73,1
17.01.2016 08:30:00,15,78,1
17.01.2016 08:40:00,13,85,1
17.01.2016 08:50:00,12,89,1
17.01.2016 09:00:00,11,92,2
17.01.2016 09:10:00,15,72,2
17.01.2016 09:20:00,23,47,3
17.01.2016 09:30:00,24,46,3
17.01.2016 09:40:00,17,73,1
17.01.2016 09:50:00,16,82,1
17.01.2016 10:00:00,14,81,1
17.01.2016 10:10:00,13,83,1
17.01.2016 10:20:00,12,84,2
17.01.2016 10:30:00,17,70,2
17.01.2016 10:40:00,23,49,3
17.01.2016 10:50:00,23,51,3
17.01.2016 11:00:00,18,71,1
17.01.2016 11:10:00,16,80,1
17.01.2016 11:20:00,15,86,1
17.01.2016 11:30:00,14,89,1
17.01.2016 11:40:00,12,87,2
17.01.2016 11:50:00,15,74,2
17.01.2016 12:00:00,20,53,2
17.01.2016 12:10:00,21,45,3
17.01.2016 12:20:00,15,66,1
17.01.2016 12:30:00,13,79,1
17.01.2016 12:40:00,11,85,1
17.01.2016 12:50:00,9,91,1
17.01.2016 13:00:00,9,87,2
17.01.2016 13:10:00,13,72,2
17.01.2016 13:20:00,20,53,2
17.01.2016 13:30:00,21,58,3
17.01.2016 13:40:00,16,82,1
17.01.2016 13:50:00,16,89,1
17.01.2016 14:00:00,18,90,1
17.01.2016 14:10:00,20,90,1
17.01.2016 14:20:00,21,89,2
17.01.2016 14:30:00,22,91,2
17.01.2016 14:40:00,23,87,2
17.01.2016 14:50:00,24,82,2
17.01.2016 15:00:00,20,92,1
17.01.2016 15:10:00,19,93,1
17.01.2016 15:20:00,18,91,1
17.01.2016 15:30:00,18,93,1
17.01.2016 15:40:00,22,95,2
17.01.2016 15:50:00,25,86,2
17.01.2016 16:00:00,25,83,3
17.01.2016 16:10:00,22,96,1
17.01.2016 16:20:00,21,97,1
17.01.2016 16:30:00,19,94,1
17.01.2016 16:40:00,16,82,1
17.01.2016 16:50:00,14,72,2
17.01.2016 17:00:00,13,56,2
17.01.2016 17:10:00,17,42,2
17.01.2016 17:20:00,18,38,2
17.01.2016 17:30:00,12,57,1
17.01.2016 17:40:00,11,58,1
17.01.2016 17:50:00,8,67,1
17.01.2016 18:00:00,8,66,1
17.01.2016 18:10:00,7,69,2
17.01.2016 18:20:00,11,53,2
17.01.2016 18:30:00,16,35,2
17.01.2016 18:40:00,17,37,2
17.01.2016 18:50:00,11,55,1
17.01.2016 19:00:00,10,61,1
17.01.2016 19:10:00,9,69,1
17.01.2016 19:20:00,8,70,1
17.01.2016 19:30:00,8,70,2
17.01.2016 19:40:00,13,60,2
17.01.2016 19:50:00,18,48,2
17.01.2016 20:00:00,15,63,2
17.01.2016 20:10:00,13,82,1
17.01.2016 20:20:00,12,84,1
17.01.2016 20:30:00,12,79,1
17.01.2016 20:40:00,12,84,1
17.01.2016 20:50:00,12,89,2
17.01.2016 21:00:00,12,96,2
17.01.2016 21:10:00,13,98,2
17.01.2016 21:20:00,12,98,2
17.01.2016 21:30:00,12,98,1
17.01.2016 21:40:00,11,97,1
17.01.2016 21:50:00,12,99,1
17.01.2016 22:00:00,12,98,2
17.01.2016 22:10:00,11,96,2
17.01.2016 22:20:00,12,97,2
17.01.2016 22:30:00,11,96,2
17.01.2016 22:40:00,11,97,1
17.01.2016 22:50:00,11,96,1
17.01.2016 23:00:00,10,97,1
17.01.2016 23:10:00,10,97,2
17.01.2016 23:20:00,11,96,2
17.01.2016 23:30:00,13,96,2
17.01.2016 23:40:00,13,97,2
17.01.2016 23:50:00,13,98,1
18.01.2016 00:00:00,12,96,1
18.01.2016 00:10:00,10,95,1
18.01.2016 00:20:00,12,89,2
18.01.2016 00:30:00,17,69,2
18.01.2016 00:40:00,20,63,2
18.01.2016 00:50:00,14,89,1
18.01.2016 01:00:00,12,92,1
18.01.2016 01:10:00,13,90,2
18.01.2016 01:20:00,18,69,2
18.01.2016 01:30:00,17,80,2
18.01.2016 01:40:00,15,92,1
18.01.2016 01:50:00,13,93,1
18.01.2016 02:00:00,12,96,1
18.01.2016 02:10:00,12,95,1
18.01.2016 02:20:00,10,93,1
18.01.2016 02:30:00,8,92,1
18.01.2016 02:40:00,7,87,1
18.01.2016 02:50:00,8,79,2
18.01.2016 03:00:00,6,76,1
18.01.2016 03:10:00,6,70,1
18.01.2016 03:20:00,4,72,1
18.01.2016 03:30:00,3,73,1
18.01.2016 03:40:00,2,74,1
18.01.2016 03:50:00,3,60,1
18.01.2016 04:00:00,7,49,2
18.01.2016 04:10:00,9,47,2
18.01.2016 04:20:00,4,67,1
18.01.2016 04:30:00,4,73,1
18.01.2016 04:40:00,2,78,1
18.01.2016 04:50:00,2,76,1
18.01.2016 05:00:00,1,79,1
18.01.2016 05:10:00,4,65,1
18.01.2016 05:20:00,10,48,2
18.01.2016 05:30:00,12,47,2
18.01.2016 05:40:00,7,68,1
18.01.2016 05:50:00,6,73,1
18.01.2016 06:00:00,9,74,1
18.01.2016 06:10:00,11,89,1
18.01.2016 06:20:00,13,96,2
18.01.2016 06:30:00,17,92,2
18.01.2016 06:40:00,18,92,2
18.01.2016 06:50:00,19,92,2
18.01.2016 07:00:00,19,94,1
18.01.2016 07:10:00,19,95,1
18.01.2016 07:20:00,20,95,1
18.01.2016 07:30:00,19,97,1
18.01.2016 07:40:00,19,98,2
18.01.2016 07:50:00,21,94,2
18.01.2016 08:00:00,21,95,2
18.01.2016 08:10:00,20,99,1
18.01.2016 08:20:00,20,99,2
18.01.2016 08:30:00,21,97,2
18.01.2016 08:40:00,23,90,2
18.01.2016 08:50:00,22,90,2
18.01.2016 09:00:00,15,94,1
18.01.2016 09:10:00,15,93,2
18.01.2016 09:20:00,15,90,2
18.01.2016 09:30:00,15,87,2
18.01.2016 09:40:00,16,79,2
18.01.2016 09:50:00,14,88,1
18.01.2016 10:00:00,11,87,1
18.01.2016 10:10:00,9,89,1
18.01.2016 10:20:00,8,91,1
18.01.2016 10:30:00,6,87,2
18.01.2016 10:40:00,6,76,2
18.01.2016 10:50:00,10,61,2
18.01.2016 11:00:00,12,59,2
18.01.2016 11:10:00,8,77,1
18.01.2016 11:20:00,7,81,1
18.01.2016 11:30:00,6,83,1
18.01.2016 11:40:00,5,83,1
18.01.2016 11:50:00,8,86,1
18.01.2016 12:00:00,10,88,2
18.01.2016 12:10:00,16,95,2
18.01.2016 12:20:00,19,96,2
18.01.2016 12:30:00,20,97,1
18.01.2016 12:40:00,21,97,1
18.01.2016 12:50:00,22,97,1
18.01.2016 13:00:00,22,97,1
18.01.2016 13:10:00,22,95,2
18.01.2016 13:20:00,23,94,2
18.01.2016 13:30:00,24,89,2
18.01.2016 13:40:00,23,91,2
18.01.2016 13:50:00,23,93,1
18.01.2016 14:00:00,22,94,1
18.01.2016 14:10:00,16,93,1
18.01.2016 14:20:00,5,85,1
18.01.2016 14:30:00,3,78,1
18.01.2016 14:40:00,2,72,1
18.01.2016 14:50:00,2,69,1
18.01.2016 15:00:00,4,66,1
18.01.2016 15:10:00,4,65,1
18.01.2016 15:20:00,4,66,1
18.01.2016 15:30:00,2,68,1
18.01.2016 15:40:00,0,70,1
18.01.2016 15:50:00,-1,67,1
18.01.2016 16:00:00,0,55,1
18.01.2016 16:10:00,5,44,1
18.01.2016 16:20:00,8,42,2
18.01.2016 16:30:00,4,56,1
18.01.2016 16:40:00,2,58,1
18.01.2016 16:50:00,1,59,1
18.01.2016 17:00:00,0,58,1
18.01.2016 17:10:00,0,57,1
18.01.2016 17:20:00,3,47,1
18.01.2016 17:30:00,11,34,2
18.01.2016 17:40:00,15,34,2
18.01.2016 17:50:00,8,57,1
18.01.2016 18:00:00,8,57,1
18.01.2016 18:10:00,7,61,1
18.01.2016 18:20:00,8,56,1
18.01.2016 18:30:00,8,59,2
18.01.2016 18:40:00,13,58,2
18.01.2016 18:50:00,18,62,2
18.01.2016 19:00:00,20,64,2
18.01.2016 19:10:00,15,88,1
18.01.2016 19:20:00,14,92,1
18.01.2016 19:30:00,15,92,1
18.01.2016 19:40:00,16,94,1
18.01.2016 19:50:00,15,96,2
18.01.2016 20:00:00,17,89,2
18.01.2016 20:10:00,22,63,3
18.01.2016 20:20:00,23,62,3
18.01.2016 20:30:00,17,89,1
18.01.2016 20:40:00,16,93,1
18.01.2016 20:50:00,16,96,2
18.01.2016 21:00:00,16,95,2
18.01.2016 21:10:00,20,92,2
18.01.2016 21:20:00,22,88,2
18.01.2016 21:30:00,20,96,1
18.01.2016 21:40:00,20,97,1
18.01.2016 21:50:00,19,98,1
18.01.2016 22:00:00,20,97,2
18.01.2016 22:10:00,21,90,2
18.01.2016 22:20:00,22,89,2
18.01.2016 22:30:00,19,97,1
18.01.2016 22:40:00,18,98,1
18.01.2016 22:50:00,18,97,1
18.01.2016 23:00:00,20,97,2
18.01.2016 23:10:00,21,93,2
18.01.2016 23:20:00,24,81,2
18.01.2016 23:30:00,23,82,2
18.01.2016 23:40:00,22,92,1
18.01.2016 23:50:00,21,96,1
19.01.2016 00:00:00,21,95,1
19.01.2016 00:10:00,21,98,1
19.01.2016 00:20:00,21,94,2
19.01.2016 00:30:00,24,81,2
19.01.2016 00:40:00,25,76,3
19.01.2016 00:50:00,21,96,1
19.01.2016 01:00:00,21,96,2
19.01.2016 01:10:00,25,79,3
19.01.2016 01:20:00,25,78,3
19.01.2016 01:30:00,20,96,1
19.01.2016 01:40:00,20,99,1
19.01.2016 01:50:00,19,99,1
19.01.2016 02:00:00,20,98,1
19.01.2016 02:10:00,20,98,2
19.01.2016 02:20:00,23,85,2
19.01.2016 02:30:00,24,81,2
19.01.2016 02:40:00,21,96,1
19.01.2016 02:50:00,20,98,1
19.01.2016 03:00:00,15,73,2
19.01.2016 03:10:00,17,47,2
19.01.2016 03:20:00,16,45,2
19.01.2016 03:30:00,12,58,1
19.01.2016 03:40:00,10,66,1
19.01.2016 03:50:00,9,70,1
19.01.2016 04:00:00,8,65,1
19.01.2016 04:10:00,7,63,2
19.01.2016 04:20:00,9,54,2
19.01.2016 04:30:00,11,46,2
19.01.2016 04:40:00,12,43,2
19.01.2016 04:50:00,10,56,1
19.01.2016 05:00:00,9,61,1
19.01.2016 05:10:00,11,70,1
19.01.2016 05:20:00,12,85,1
19.01.2016 05:30:00,14,94,2
19.01.2016 05:40:00,16,98,2
19.01.2016 05:50:00,19,98,2
19.01.2016 06:00:00,19,98,2
19.01.2016 06:10:00,17,99,1
19.01.2016 06:20:00,17,99,1
19.01.2016 06:30:00,19,86,2
19.01.2016 06:40:00,22,75,2
19.01.2016 06:50:00,23,70,2
19.01.2016 07:00:00,19,91,1
19.01.2016 07:10:00,18,94,1
19.01.2016 07:20:00,18,93,1
19.01.2016 07:30:00,20,93,2
19.01.2016 07:40:00,22,76,2
19.01.2016 07:50:00,23,70,2
19.01.2016 08:00:00,18,85,1
19.01.2016 08:10:00,16,87,1
19.01.2016 08:20:00,14,91,1
19.01.2016 08:30:00,10,87,1
19.01.2016 08:40:00,9,87,1
19.01.2016 08:50:00,9,86,1
19.01.2016 09:00:00,10,80,1
19.01.2016 09:10:00,12,76,2
19.01.2016 09:20:00,10,80,1
19.01.2016 09:30:00,11,77,1
19.01.2016 09:40:00,9,77,1
19.01.2016 09:50:00,7,76,1
19.01.2016 10:00:00,6,78,2
19.01.2016 10:10:00,7,74,1
19.01.2016 10:20:00,11,72,2
19.01.2016 10:30:00,13,78,2
19.01.2016 10:40:00,13,90,1
19.01.2016 10:50:00,15,97,1
19.01.2016 11:00:00,16,99,1
19.01.2016 11:10:00,17,99,2
19.01.2016 11:20:00,19,94,2
19.01.2016 11:30:00,22,84,2
19.01.2016 11:40:00,22,84,2
19.01.2016 11:50:00,19,93,1
19.01.2016 12:00:00,18,97,1
19.01.2016 12:10:00,18,98,1
19.01.2016 12:20:00,18,98,1
19.01.2016 12:30:00,20,93,2
19.01.2016 12:40:00,22,85,2
19.01.2016 12:50:00,23,82,2
19.01.2016 13:00:00,20,92,1
19.01.2016 13:10:00,20,94,1
19.01.2016 13:20:00,20,94,1
19.01.2016 13:30:00,20,94,2
19.01.2016 13:40:00,22,89,2
19.01.2016 13:50:00,25,70,3
19.01.2016 14:00:00,27,57,3
19.01.2016 14:10:00,22,83,1
19.01.2016 14:20:00,19,93,1
19.01.2016 14:30:00,19,96,2
19.01.2016 14:40:00,20,95,2
19.01.2016 14:50:00,22,85,2
19.01.2016 15:00:00,26,63,3
19.01.2016 15:10:00,21,74,1
19.01.2016 15:20:00,19,75,1
19.01.2016 15:30:00,15,73,1
19.01.2016 15:40:00,13,77,1
19.01.2016 15:50:00,11,85,2
19.01.2016 16:00:00,13,75,2
19.01.2016 16:10:00,17,52,2
19.01.2016 16:20:00,19,45,2
19.01.2016 16:30:00,15,68,1
19.01.2016 16:40:00,12,76,1
19.01.2016 16:50:00,11,86,1
19.01.2016 17:00:00,10,93,1
19.01.2016 17:10:00,10,91,2
19.01.2016 17:20:00,16,76,2
19.01.2016 17:30:00,19,77,2
19.01.2016 17:40:00,21,80,2
19.01.2016 17:50:00,19,92,1
19.01.2016 18:00:00,19,97,1
19.01.2016 18:10:00,20,97,1
19.01.2016 18:20:00,20,98,1
19.01.2016 18:30:00,20,98,2
19.01.2016 18:40:00,22,92,2
19.01.2016 18:50:00,23,82,2
19.01.2016 19:00:00,25,78,2
19.01.2016 19:10:00,22,90,1
19.01.2016 19:20:00,21,95,1
19.01.2016 19:30:00,20,97,1
19.01.2016 19:40:00,21,95,1
19.01.2016 19:50:00,20,94,2
19.01.2016 20:00:00,21,90,2
19.01.2016 20:10:00,23,82,2
19.01.2016 20:20:00,26,67,3
19.01.2016 20:30:00,22,90,1
19.01.2016 20:40:00,20,98,1
19.01.2016 20:50:00,19,99,1
19.01.2016 21:00:00,17,94,2
19.01.2016 21:10:00,16,89,2
19.01.2016 21:20:00,18,81,2
19.01.2016 21:30:00,20,77,2
19.01.2016 21:40:00,18,87,1
19.01.2016 21:50:00,17,90,1
19.01.2016 22:00:00,20,89,2
19.01.2016 22:10:00,20,90,2
19.01.2016 22:20:00,20,81,2
19.01.2016 22:30:00,14,86,1
19.01.2016 22:40:00,10,85,1
19.01.2016 22:50:00,10,81,1
19.01.2016 23:00:00,8,82,1
19.01.2016 23:10:00,8,78,1
19.01.2016 23:20:00,9,78,1
19.01.2016 23:30:00,11,69,2
19.01.2016 23:40:00,15,56,2
19.01.2016 23:50:00,12,70,1
20.01.2016 00:00:00,9,73,1
20.01.2016 00:10:00,8,76,1
20.01.2016 00:20:00,7,78,1
20.01.2016 00:30:00,6,82,2
20.01.2016 00:40:00,12,60,2
20.01.2016 00:50:00,17,41,2
20.01.2016 01:00:00,18,38,2
20.01.2016 01:10:00,13,62,1
20.01.2016 01:20:00,11,69,1
20.01.2016 01:30:00,10,74,1
20.01.2016 01:40:00,10,82,1
20.01.2016 01:50:00,10,90,2
20.01.2016 02:00:00,16,80,2
20.01.2016 02:10:00,19,73,2
20.01.2016 02:20:00,18,84,2
20.01.2016 02:30:00,17,91,1
20.01.2016 02:40:00,16,95,1
20.01.2016 02:50:00,16,97,1
20.01.2016 03:00:00,19,91,2
20.01.2016 03:10:00,24,65,3
20.01.2016 03:20:00,26,56,3
20.01.2016 03:30:00,20,86,1
20.01.2016 03:40:00,19,93,1
20.01.2016 03:50:00,21,90,2
20.01.2016 04:00:00,26,71,3
20.01.2016 04:10:00,26,66,3
20.01.2016 04:20:00,21,85,1
20.01.2016 04:30:00,20,95,1
20.01.2016 04:40:00,21,94,1
20.01.2016 04:50:00,20,93,1
20.01.2016 05:00:00,20,94,2
20.01.2016 05:10:00,21,89,2
20.01.2016 05:20:00,20,91,2
20.01.2016 05:30:00,17,90,2
20.01.2016 05:40:00,17,94,1
20.01.2016 05:50:00,16,95,1
20.01.2016 06:00:00,14,97,1
20.01.2016 06:10:00,14,98,2
20.01.2016 06:20:00,17,92,2
20.01.2016 06:30:00,21,72,2
20.01.2016 06:40:00,22,59,3
20.01.2016 06:50:00,18,76,1
20.01.2016 07:00:00,16,84,1
20.01.2016 07:10:00,14,86,1
20.01.2016 07:20:00,14,87,1
20.01.2016 07:30:00,13,91,2
20.01.2016 07:40:00,17,78,2
20.01.2016 07:50:00,23,60,3
20.01.2016 08:00:00,26,52,3
20.01.2016 08:10:00,20,75,1
20.01.2016 08:20:00,17,88,1
20.01.2016 08:30:00,15,86,1
20.01.2016 08:40:00,15,90,1
20.01.2016 08:50:00,19,80,2
20.01.2016 09:00:00,24,63,3
20.01.2016 09:10:00,24,61,3
20.01.2016 09:20:00,19,83,1
20.01.2016 09:30:00,17,94,1
20.01.2016 09:40:00,17,96,1
20.01.2016 09:50:00,17,97,1
20.01.2016 10:00:00,19,92,2
20.01.2016 10:10:00,23,74,2
20.01.2016 10:20:00,24,67,3
20.01.2016 10:30:00,21,70,1
20.01.2016 10:40:00,17,73,1
20.01.2016 10:50:00,13,74,1
20.01.2016 11:00:00,11,79,1
20.01.2016 11:10:00,9,74,2
20.01.2016 11:20:00,11,64,2
20.01.2016 11:30:00,15,49,2
20.01.2016 11:40:00,19,40,2
20.01.2016 11:50:00,14,60,1
20.01.2016 12:00:00,11,67,1
20.01.2016 12:10:00,9,75,1
20.01.2016 12:20:00,8,80,1
20.01.2016 12:30:00,7,82,2
20.01.2016 12:40:00,14,69,2
20.01.2016 12:50:00,21,58,3
20.01.2016 13:00:00,22,61,3
20.01.2016 13:10:00,18,80,1
20.01.2016 13:20:00,18,86,1
20.01.2016 13:30:00,18,94,1
20.01.2016 13:40:00,17,99,2
20.01.2016 13:50:00,22,91,2
20.01.2016 14:00:00,25,74,3
20.01.2016 14:10:00,26,69,3
20.01.2016 14:20:00,22,88,1
20.01.2016 14:30:00,22,95,1
20.01.2016 14:40:00,22,94,1
20.01.2016 14:50:00,22,95,1
20.01.2016 15:00:00,21,96,2
20.01.2016 15:10:00,22,88,3
20.01.2016 15:20:00,27,65,3
20.01.2016 15:30:00,26,71,3
20.01.2016 15:40:00,23,89,1
20.01.2016 15:50:00,23,92,1
20.01.2016 16:00:00,22,93,1
20.01.2016 16:10:00,22,93,1
20.01.2016 16:20:00,22,94,2
20.01.2016 16:30:00,23,92,2
20.01.2016 16:40:00,26,72,3
20.01.2016 16:50:00,26,55,3
20.01.2016 17:00:00,19,62,1
20.01.2016 17:10:00,15,60,1
20.01.2016 17:20:00,12,60,1
20.01.2016 17:30:00,11,62,1
20.01.2016 17:40:00,9,63,2
20.01.2016 17:50:00,12,44,2
20.01.2016 18:00:00,16,36,2
20.01.2016 18:10:00,18,33,2
20.01.2016 18:20:00,14,54,1
20.01.2016 18:30:00,11,61,1
20.01.2016 18:40:00,9,72,1
20.01.2016 18:50:00,8,75,1
20.01.2016 19:00:00,7,77,2
20.01.2016 19:10:00,13,51,2
20.01.2016 19:20:00,19,33,2
20.01.2016 19:30:00,20,32,2
20.01.2016 19:40:00,15,52,1
20.01.2016 19:50:00,14,53,1
20.01.2016 20:00:00,12,61,1
20.01.2016 20:10:00,11,63,1
20.01.2016 20:20:00,12,60,2
20.01.2016 20:30:00,13,59,2
20.01.2016 20:40:00,16,57,2
20.01.2016 20:50:00,17,60,2
20.01.2016 21:00:00,15,74,1
20.01.2016 21:10:00,13,88,1
20.01.2016 21:20:00,13,88,1
20.01.2016 21:30:00,15,91,1
20.01.2016 21:40:00,15,95,2
20.01.2016 21:50:00,16,95,2
20.01.2016 22:00:00,17,96,2
20.01.2016 22:10:00,20,86,2
20.01.2016 22:20:00,18,90,1
20.01.2016 22:30:00,18,93,1
20.01.2016 22:40:00,19,94,1
20.01.2016 22:50:00,18,97,1
20.01.2016 23:00:00,18,97,2
20.01.2016 23:10:00,22,86,2
20.01.2016 23:20:00,24,78,2
20.01.2016 23:30:00,23,84,2
20.01.2016 23:40:00,21,92,1
20.01.2016 23:50:00,20,96,1
21.01.2016 00:00:00,20,97,1
21.01.2016 00:10:00,20,98,1
21.01.2016 00:20:00,21,98,2
21.01.2016 00:30:00,22,92,2
21.01.2016 00:40:00,24,83,2
21.01.2016 00:50:00,24,83,2
21.01.2016 01:00:00,17,87,1
21.01.2016 01:10:00,15,76,1
21.01.2016 01:20:00,13,70,1
21.01.2016 01:30:00,13,66,1
21.01.2016 01:40:00,12,69,2
21.01.2016 01:50:00,14,63,2
21.01.2016 02:00:00,21,61,3
21.01.2016 02:10:00,20,74,2
21.01.2016 02:20:00,19,88,1
21.01.2016 02:30:00,17,91,1
21.01.2016 02:40:00,18,95,1
21.01.2016 02:50:00,20,93,2
21.01.2016 03:00:00,23,80,2
21.01.2016 03:10:00,25,73,2
21.01.2016 03:20:00,21,90,1
21.01.2016 03:30:00,18,99,2
21.01.2016 03:40:00,22,90,3
21.01.2016 03:50:00,24,79,2
21.01.2016 04:00:00,23,85,2
21.01.2016 04:10:00,20,95,1
21.01.2016 04:20:00,19,96,1
21.01.2016 04:30:00,19,97,1
21.01.2016 04:40:00,18,98,1
21.01.2016 04:50:00,18,98,2
21.01.2016 05:00:00,19,96,2
21.01.2016 05:10:00,19,92,2
21.01.2016 05:20:00,19,93,2
21.01.2016 05:30:00,19,97,1
21.01.2016 05:40:00,18,96,1
21.01.2016 05:50:00,15,96,1
21.01.2016 06:00:00,11,96,1
21.01.2016 06:10:00,9,95,1
21.01.2016 06:20:00,8,92,1
21.01.2016 06:30:00,12,79,2
21.01.2016 06:40:00,16,69,2
21.01.2016 06:50:00,14,81,1
21.01.2016 07:00:00,13,86,1
21.01.2016 07:10:00,12,90,1
21.01.2016 07:20:00,12,91,1
21.01.2016 07:30:00,12,86,2
21.01.2016 07:40:00,18,65,2
21.01.2016 07:50:00,19,60,2
21.01.2016 08:00:00,15,75,1
21.01.2016 08:10:00,11,91,1
21.01.2016 08:20:00,10,92,1
21.01.2016 08:30:00,8,89,1
21.01.2016 08:40:00,6,88,2
21.01.2016 08:50:00,9,65,2
21.01.2016 09:00:00,15,46,2
21.01.2016 09:10:00,21,39,3
21.01.2016 09:20:00,17,67,1
21.01.2016 09:30:00,12,72,1
21.01.2016 09:40:00,10,78,1
21.01.2016 09:50:00,9,79,1
21.01.2016 10:00:00,8,89,2
21.01.2016 10:10:00,10,75,2
21.01.2016 10:20:00,15,60,2
21.01.2016 10:30:00,17,55,2
21.01.2016 10:40:00,14,74,1
21.01.2016 10:50:00,11,85,1
21.01.2016 11:00:00,10,89,1
21.01.2016 11:10:00,12,88,1
21.01.2016 11:20:00,12,87,2
21.01.2016 11:30:00,14,88,2
21.01.2016 11:40:00,17,84,2
21.01.2016 11:50:00,18,84,2
21.01.2016 12:00:00,17,88,1
21.01.2016 12:10:00,17,92,1
21.01.2016 12:20:00,18,89,1
21.01.2016 12:30:00,18,90,1
21.01.2016 12:40:00,20,82,3
21.01.2016 12:50:00,23,73,2
21.01.2016 13:00:00,23,68,3
21.01.2016 13:10:00,20,81,1
21.01.2016 13:20:00,21,88,2
21.01.2016 13:30:00,26,60,3
21.01.2016 13:40:00,27,61,3
21.01.2016 13:50:00,22,83,1
21.01.2016 14:00:00,23,80,3
21.01.2016 14:10:00,27,57,3
21.01.2016 14:20:00,27,57,3
21.01.2016 14:30:00,22,79,1
21.01.2016 14:40:00,21,85,2
21.01.2016 14:50:00,26,61,3
21.01.2016 15:00:00,27,51,3
21.01.2016 15:10:00,22,73,1
21.01.2016 15:20:00,19,91,1
21.01.2016 15:30:00,22,75,3
21.01.2016 15:40:00,26,56,3
21.01.2016 15:50:00,27,51,3
21.01.2016 16:00:00,22,75,1
21.01.2016 16:10:00,23,77,3
21.01.2016 16:20:00,27,52,3
21.01.2016 16:30:00,28,49,3
21.01.2016 16:40:00,23,74,1
21.01.2016 16:50:00,23,74,3
21.01.2016 17:00:00,27,44,3
21.01.2016 17:10:00,27,39,3
21.01.2016 17:20:00,22,69,1
21.01.2016 17:30:00,19,87,1
21.01.2016 17:40:00,19,88,1
21.01.2016 17:50:00,20,85,1
21.01.2016 18:00:00,20,84,2
21.01.2016 18:10:00,23,72,3
21.01.2016 18:20:00,26,57,3
21.01.2016 18:30:00,26,61,3
21.01.2016 18:40:00,22,82,1
21.01.2016 18:50:00,20,93,1
21.01.2016 19:00:00,19,91,1
21.01.2016 19:10:00,19,93,1
21.01.2016 19:20:00,19,95,2
21.01.2016 19:30:00,22,81,2
21.01.2016 19:40:00,26,55,3
21.01.2016 19:50:00,26,53,3
21.01.2016 20:00:00,24,68,1
21.01.2016 20:10:00,19,91,1
21.01.2016 20:20:00,19,92,1
21.01.2016 20:30:00,23,82,3
21.01.2016 20:40:00,27,59,3
21.01.2016 20:50:00,27,61,3
21.01.2016 21:00:00,23,81,1
21.01.2016 21:10:00,20,97,1
21.01.2016 21:20:00,20,97,1
21.01.2016 21:30:00,22,92,1
21.01.2016 21:40:00,24,85,2
21.01.2016 21:50:00,28,64,3
21.01.2016 22:00:00,27,68,3
21.01.2016 22:10:00,24,80,1
21.01.2016 22:20:00,24,83,3
21.01.2016 22:30:00,28,57,3
21.01.2016 22:40:00,28,55,3
21.01.2016 22:50:00,23,76,1
21.01.2016 23:00:00,22,88,1
21.01.2016 23:10:00,22,89,1
21.01.2016 23:20:00,21,92,1
21.01.2016 23:30:00,21,93,2
21.01.2016 23:40:00,23,79,2
21.01.2016 23:50:00,25,73,3
22.01.2016 00:00:00,24,87,2
22.01.2016 00:10:00,23,89,1
22.01.2016 00:20:00,21,97,1
22.01.2016 00:30:00,18,92,1
22.01.2016 00:40:00,15,86,2
22.01.2016 00:50:00,17,69,2
22.01.2016 01:00:00,21,46,3
22.01.2016 01:10:00,23,40,3
22.01.2016 01:20:00,21,60,1
22.01.2016 01:30:00,16,67,1
22.01.2016 01:40:00,15,69,1
22.01.2016 01:50:00,15,79,1
22.01.2016 02:00:00,14,86,2
22.01.2016 02:10:00,22,66,3
22.01.2016 02:20:00,27,49,3
22.01.2016 02:30:00,27,44,3
22.01.2016 02:40:00,22,68,1
22.01.2016 02:50:00,18,85,1
22.01.2016 03:00:00,17,87,1
22.01.2016 03:10:00,17,87,1
22.01.2016 03:20:00,16,87,2
22.01.2016 03:30:00,24,59,2
22.01.2016 03:40:00,27,45,3
22.01.2016 03:50:00,26,50,3
22.01.2016 04:00:00,22,70,1
22.01.2016 04:10:00,19,83,1
22.01.2016 04:20:00,20,91,1
22.01.2016 04:30:00,22,93,1
22.01.2016 04:40:00,22,94,2
22.01.2016 04:50:00,24,90,2
22.01.2016 05:00:00,25,90,2
22.01.2016 05:10:00,26,85,3
22.01.2016 05:20:00,23,92,1
22.01.2016 05:30:00,21,96,1
22.01.2016 05:40:00,20,98,1
22.01.2016 05:50:00,18,78,2
